DATE,CURRENCY,COUNTRY_CODE,CAMPAIGN_ID,CAMPAIGN_NAME,PRODUCT,CHANNEL_3,CHANNEL_4,CHANNEL_5,TOTAL_IMPRESSIONS,TOTAL_CLICKS,TOTAL_SPEND,TOTAL_LEADS,TOTAL_FAKE_LEADS,TOTAL_SQLS,TOTAL_MEETING_DONE,TOTAL_SIGNED_LEADS,TOTAL_POS_LITE_DEALS
2022-03-19,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,288,0,3,2,2,0,0,5,4
2022-05-17,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,14,12,7,6,1,0
2022-03-06,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1274,2,14,9,8,5,4,,4
2022-05-28,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,1154,6,7,5,4,7,6,3,4
2022-05-30,EUR,CH,614070523,bing-shopping_ch_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,50,0,0,3,3,3,3,1,4
2022-05-08,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,8,7,7,6,3,1
2022-03-13,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1830,6,19,9,8,3,3,8,4
2022-05-27,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,11152,16,56,4,3,4,3,8,3
2022-01-06,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,10,9,7,6,3,0
2022-02-06,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,4,4,2,1,3,4
2022-04-10,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,14,12,2,2,2,6
2022-03-12,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,949,0,10,1,1,1,1,7,2
2022-02-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,472,4,4,1,1,0,0,4,7
2022-02-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1436,4,12,1,1,6,5,4,7
2022-05-26,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,1086,0,6,4,3,3,3,9,6
2022-05-09,EUR,IE,614070496,bing-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,30776,68,171,9,8,0,0,6,7
2022-01-21,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1242,6,14,11,10,2,2,6,6
2022-05-21,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,0,0,3,3,1,0
2022-05-12,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,4,3,6,5,5,0
2022-01-18,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2634,12,24,8,7,2,1,4,4
2022-01-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,198,6,2,5,4,5,5,7,5
2022-01-25,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,card reader,fb,fb prospecting,fb prospecting generic,,,,13,11,4,4,7,6
2022-02-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,10,9,9,8,1,0
2022-05-24,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,108585,99,520,2,2,4,3,2,5
2022-03-24,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5224,74,25,13,11,9,8,7,4
2022-03-18,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,9,0,0,4,3,1,1,9,5
2022-05-10,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,24531,30,106,11,9,0,0,8,6
2022-05-08,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,984,6,12,12,10,8,7,4,1
2022-05-15,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,10888,12,38,2,2,6,6,8,6
2022-02-15,EUR,GB,14072867853695000802,unknown,pos lite,,,,,,,0,0,11,10,9,7
2022-05-21,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,7289,13,34,11,9,5,4,8,2
2022-01-12,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,12,10,11,10,7,0
2022-02-07,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,4,0,0,2,1,0,0,5,4
2022-05-13,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,25188,40,125,11,10,4,4,4,7
2022-05-28,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,3676,18,35,14,12,5,4,4,3
2022-03-29,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,319,0,3,3,3,5,5,1,1
2022-05-19,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,11,10,7,7,4,1
2022-01-29,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,14,12,5,5,2,7
2022-03-28,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,438,12,7,9,8,10,9,8,5
2022-03-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,12,0,0,2,2,1,1,6,5
2022-02-12,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,3540,24,29,2,2,9,8,0,7
2022-05-21,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,610,2,8,11,9,6,5,7,4
2022-02-13,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,8,0,0,13,11,5,4,9,6
2022-05-16,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,5,4,4,4,1,0
2022-05-26,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,69840,216,305,2,1,8,7,0,7
2022-05-27,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,26244,36,104,3,2,2,2,6,6
2022-01-10,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,3,3,7,6,6,0
2022-01-30,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,734,3,6,3,3,2,2,7,2
2022-05-28,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,5673,6,25,7,6,0,0,9,5
2022-02-05,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,9,8,10,9,6,6
2022-02-04,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,8,0,0,10,8,4,4,1,4
2022-05-08,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,11,9,0,0,2,0
2022-05-18,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,6,5,1,,2,0
2022-01-21,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,32,0,0,0,0,2,2,6,7
2022-01-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,4596,24,31,9,7,0,0,2,4
2022-01-30,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,12,10,0,0,3,0
2022-01-05,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,6,5,6,5,0,1
2022-05-17,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,128204,416,1236,7,6,8,7,4,7
2022-05-08,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,12530,30,59,13,11,4,3,2,2
2022-05-24,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,8505,12,45,5,5,11,10,5,4
2022-05-28,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,966,0,6,,10,5,5,3,3
2022-05-07,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,1829,3,10,4,4,0,0,8,1
2022-03-20,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,829,1,10,0,0,7,6,9,1
2022-05-21,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,16205,7,35,7,6,10,9,9,1
2022-02-22,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,1,0,9,8,9,1
2022-03-25,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2,0,0,14,12,0,0,1,2
2022-03-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,11,10,8,8,1,0
2022-05-10,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,32739,51,251,10,9,8,7,7,5
2022-05-23,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,24678,32,136,12,11,7,7,6,3
2022-05-13,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,45237,45,260,6,5,10,9,5,5
2022-01-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5448,24,41,11,10,9,8,2,6
2022-01-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,card reader,fb,fb prospecting,fb prospecting generic,,,,10,8,3,3,1,6
2022-02-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,235,2,3,12,10,11,10,8,2
2022-03-11,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,12084,20,109,11,9,7,7,4,6
2022-05-10,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,16245,297,141,2,2,1,1,1,4
2022-05-16,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,11945,38,110,14,12,0,0,5,2
2022-05-26,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,15206,18,65,0,0,2,2,3,4
2022-05-10,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,14,12,11,10,1,0
2022-01-08,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,873,0,6,8,7,4,4,3,5
2022-05-22,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,1412,2,15,13,11,8,7,5,3
2022-03-08,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1213,3,14,10,8,1,1,3,2
2022-05-30,EUR,GB,21331325484,search_gb_brand_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search,search prospecting,search prospecting brand,156,28,63,12,10,8,7,3,7
2022-05-11,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,6,5,5,4,4,0
2022-01-28,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1442,6,13,12,10,11,10,9,4
2022-01-09,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,card reader,fb,fb prospecting,fb prospecting generic,,,,5,4,6,5,0,2
2022-05-15,EUR,GB,11348193304807181773,unknown,pos lite,,,,,,,1,1,1,0,9,7
2022-02-13,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1329,15,14,2,1,9,8,0,5
2022-02-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2820,5,16,9,8,7,7,8,2
2022-05-03,EUR,IE,614070496,bing-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,0,0,0,2,2,1,1,7,0
2022-03-01,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,128,0,2,1,1,2,2,6,7
2022-05-21,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,7550,5,16,6,5,0,0,1,1
2022-01-11,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1078,1,8,14,12,9,8,5,1
2022-01-31,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,482,4,5,12,11,1,1,0,2
2022-01-11,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,13,11,8,7,7,6
2022-03-09,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,0,0,10,9,0,0
2022-02-09,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1,0,0,1,0,6,6,2,2
2022-05-20,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,3777,9,15,1,1,0,0,0,6
2022-04-26,EUR,GB,21182413861,search-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,4662,16,51,0,0,2,2,1,2
2022-03-15,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,10,8,6,5,9,4
2022-02-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1623,6,14,4,4,0,0,7,6
2022-05-29,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,6,5,9,9,6,4
2022-02-05,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,3676,12,35,0,0,10,9,7,7
2022-05-07,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,6124,8,13,1,0,9,9,6,7
2022-02-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,112,4,2,9,8,2,2,0,7
2022-03-02,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,14481,54,121,6,5,11,10,1,5
2022-02-15,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,9,0,0,8,7,9,8,9,5
2022-05-10,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,4251,12,42,1,1,3,2,3,5
2022-05-09,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,21280,78,82,3,2,1,1,3,3
2022-05-31,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,12734,18,69,12,10,2,2,8,4
2022-02-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,18,0,0,10,9,5,5,0,6
2022-03-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,11,9,3,3,4,0
2022-03-31,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,534,0,8,10,8,1,1,0,3
2022-03-29,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1828,3,10,13,11,5,5,7,2
2022-05-09,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,8634,24,39,2,2,4,4,7,5
2022-05-15,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,10780,20,41,3,3,10,9,2,3
2022-01-31,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,9,0,0,4,3,0,0,8,5
2022-02-28,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,10,0,0,12,10,4,4,5,1
2022-02-10,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,792,6,10,8,7,8,7,6,6
2022-03-22,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,4,0,0,10,9,0,0,0,4
2022-03-11,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,3111,12,39,5,5,2,2,2,5
2022-03-21,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,135,0,2,10,8,1,1,0,2
2022-05-16,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,4540,14,24,10,9,0,0,0,4
2022-01-18,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2218,6,18,12,11,9,8,2,4
2022-05-13,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,12155,11,63,4,4,8,7,3,2
2022-05-15,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,14,12,8,7,0,0
2022-03-05,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,165,0,2,1,1,0,0,6,6
2022-05-26,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,18806,26,75,5,4,11,10,9,3
2022-01-22,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,4308,24,41,6,5,4,3,4,4
2022-01-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5559,99,56,7,6,4,4,7,5
